id	order_id	product_sku	quantity	line_note
ITM-00000822	ORD-001329	SKU-0002	1	1 x SKU-0002
ITM-00000823	ORD-001329	SKU-0006	1	1 x SKU-0006
ITM-00000824	ORD-001329	SKU-0025	2	2 x SKU-0025
ITM-00000825	ORD-001330	SKU-0058	5	5 x SKU-0058
ITM-00000826	ORD-001330	SKU-0053	4	4 x SKU-0053
ITM-00000827	ORD-001330	SKU-0029	1	1 x SKU-0029
ITM-00000828	ORD-001330	SKU-0049	1	1 x SKU-0049
ITM-00000829	ORD-001331	SKU-0011	4	4 x SKU-0011
ITM-00000830	ORD-001332	SKU-0066	2	2 x SKU-0066
ITM-00000831	ORD-001332	SKU-0048	2	2 x SKU-0048
ITM-00000832	ORD-001333	SKU-0071	5	5 x SKU-0071
ITM-00000833	ORD-001333	SKU-0012	4	4 x SKU-0012
ITM-00000834	ORD-001334	SKU-0031	3	3 x SKU-0031
ITM-00000835	ORD-001334	SKU-0001	5	5 x SKU-0001
ITM-00000836	ORD-001334	SKU-0077	3	3 x SKU-0077
ITM-00000837	ORD-001334	SKU-0021	2	2 x SKU-0021
ITM-00000838	ORD-001335	SKU-0078	2	2 x SKU-0078
ITM-00000839	ORD-001335	SKU-0017	2	2 x SKU-0017
ITM-00000840	ORD-001336	SKU-0026	4	4 x SKU-0026
ITM-00000841	ORD-001337	SKU-0043	3	3 x SKU-0043
ITM-00000842	ORD-001338	SKU-0029	2	2 x SKU-0029
ITM-00000843	ORD-001338	SKU-0032	1	1 x SKU-0032
ITM-00000844	ORD-001338	SKU-0075	3	3 x SKU-0075
ITM-00000845	ORD-001338	SKU-0001	3	3 x SKU-0001
ITM-00000846	ORD-001339	SKU-0034	3	3 x SKU-0034
ITM-00000847	ORD-001339	SKU-0021	3	3 x SKU-0021
ITM-00000848	ORD-001340	SKU-0010	4	4 x SKU-0010
ITM-00000849	ORD-001340	SKU-0077	4	4 x SKU-0077
ITM-00000850	ORD-001341	SKU-0044	5	5 x SKU-0044
ITM-00000851	ORD-001342	SKU-0039	1	1 x SKU-0039
ITM-00000852	ORD-001343	SKU-0051	5	5 x SKU-0051
ITM-00000853	ORD-001344	SKU-0043	2	2 x SKU-0043
ITM-00000854	ORD-001345	SKU-0056	2	2 x SKU-0056
ITM-00000855	ORD-001345	SKU-0078	5	5 x SKU-0078
ITM-00000856	ORD-001346	SKU-0072	1	1 x SKU-0072
ITM-00000857	ORD-001347	SKU-0074	3	3 x SKU-0074
ITM-00000858	ORD-001347	SKU-0055	3	3 x SKU-0055
ITM-00000859	ORD-001347	SKU-0037	5	5 x SKU-0037
ITM-00000860	ORD-001348	SKU-0072	3	3 x SKU-0072
ITM-00000861	ORD-001348	SKU-0051	2	2 x SKU-0051
ITM-00000862	ORD-001348	SKU-0012	5	5 x SKU-0012
ITM-00000863	ORD-001349	SKU-0055	3	3 x SKU-0055
ITM-00000864	ORD-001349	SKU-0050	5	5 x SKU-0050
ITM-00000865	ORD-001350	SKU-0038	3	3 x SKU-0038
ITM-00000866	ORD-001351	SKU-0041	2	2 x SKU-0041
ITM-00000867	ORD-001351	SKU-0034	4	4 x SKU-0034
ITM-00000868	ORD-001352	SKU-0034	2	2 x SKU-0034
ITM-00000869	ORD-001352	SKU-0010	2	2 x SKU-0010
ITM-00000870	ORD-001353	SKU-0058	2	2 x SKU-0058
ITM-00000871	ORD-001353	SKU-0007	1	1 x SKU-0007
ITM-00000872	ORD-001353	SKU-0064	3	3 x SKU-0064
ITM-00000873	ORD-001354	SKU-0065	3	3 x SKU-0065
ITM-00000874	ORD-001354	SKU-0054	5	5 x SKU-0054
ITM-00000875	ORD-001355	SKU-0017	5	5 x SKU-0017
ITM-00000876	ORD-001355	SKU-0057	4	4 x SKU-0057
ITM-00000877	ORD-001356	SKU-0063	1	1 x SKU-0063
ITM-00000878	ORD-001356	SKU-0063	4	4 x SKU-0063
ITM-00000879	ORD-001356	SKU-0067	5	5 x SKU-0067
ITM-00000880	ORD-001356	SKU-0023	3	3 x SKU-0023
ITM-00000881	ORD-001357	SKU-0004	4	4 x SKU-0004
ITM-00000882	ORD-001357	SKU-0065	1	1 x SKU-0065
ITM-00000883	ORD-001357	SKU-0024	3	3 x SKU-0024
ITM-00000884	ORD-001357	SKU-0039	3	3 x SKU-0039
ITM-00000885	ORD-001358	SKU-0038	4	4 x SKU-0038
ITM-00000886	ORD-001358	SKU-0033	2	2 x SKU-0033
ITM-00000887	ORD-001359	SKU-0020	2	2 x SKU-0020
ITM-00000888	ORD-001359	SKU-0066	2	2 x SKU-0066
ITM-00000889	ORD-001360	SKU-0004	4	4 x SKU-0004
ITM-00000890	ORD-001360	SKU-0060	1	1 x SKU-0060
ITM-00000891	ORD-001361	SKU-0020	4	4 x SKU-0020
ITM-00000892	ORD-001362	SKU-0014	5	5 x SKU-0014
ITM-00000893	ORD-001362	SKU-0018	3	3 x SKU-0018
ITM-00000894	ORD-001362	SKU-0001	1	1 x SKU-0001
ITM-00000895	ORD-001362	SKU-0031	3	3 x SKU-0031
ITM-00000896	ORD-001363	SKU-0059	3	3 x SKU-0059
ITM-00000897	ORD-001363	SKU-0050	5	5 x SKU-0050
ITM-00000898	ORD-001363	SKU-0009	1	1 x SKU-0009
ITM-00000899	ORD-001364	SKU-0076	2	2 x SKU-0076
ITM-00000900	ORD-001364	SKU-0024	4	4 x SKU-0024
ITM-00000901	ORD-001364	SKU-0025	5	5 x SKU-0025
ITM-00000902	ORD-001364	SKU-0048	5	5 x SKU-0048
ITM-00000903	ORD-001365	SKU-0060	3	3 x SKU-0060
ITM-00000904	ORD-001366	SKU-0004	1	1 x SKU-0004
ITM-00000905	ORD-001367	SKU-0036	1	1 x SKU-0036
ITM-00000906	ORD-001367	SKU-0071	5	5 x SKU-0071
ITM-00000907	ORD-001367	SKU-0041	4	4 x SKU-0041
ITM-00000908	ORD-001367	SKU-0055	2	2 x SKU-0055
ITM-00000909	ORD-001368	SKU-0004	2	2 x SKU-0004
ITM-00000910	ORD-001368	SKU-0077	5	5 x SKU-0077
ITM-00000911	ORD-001368	SKU-0059	3	3 x SKU-0059
ITM-00000912	ORD-001368	SKU-0013	2	2 x SKU-0013
ITM-00000913	ORD-001369	SKU-0062	5	5 x SKU-0062
ITM-00000914	ORD-001369	SKU-0010	4	4 x SKU-0010
ITM-00000915	ORD-001369	SKU-0007	4	4 x SKU-0007
ITM-00000916	ORD-001369	SKU-0011	3	3 x SKU-0011
ITM-00000917	ORD-001370	SKU-0005	1	1 x SKU-0005
ITM-00000918	ORD-001370	SKU-0049	1	1 x SKU-0049
ITM-00000919	ORD-001371	SKU-0025	3	3 x SKU-0025
ITM-00000920	ORD-001371	SKU-0063	2	2 x SKU-0063
ITM-00000921	ORD-001371	SKU-0002	5	5 x SKU-0002
ITM-00000922	ORD-001371	SKU-0060	3	3 x SKU-0060
ITM-00000923	ORD-001372	SKU-0022	4	4 x SKU-0022
ITM-00000924	ORD-001372	SKU-0013	4	4 x SKU-0013
ITM-00000925	ORD-001372	SKU-0062	5	5 x SKU-0062
ITM-00000926	ORD-001372	SKU-0061	4	4 x SKU-0061
ITM-00000927	ORD-001373	SKU-0074	3	3 x SKU-0074
ITM-00000928	ORD-001373	SKU-0041	3	3 x SKU-0041
ITM-00000929	ORD-001373	SKU-0015	5	5 x SKU-0015
ITM-00000930	ORD-001374	SKU-0045	2	2 x SKU-0045
ITM-00000931	ORD-001375	SKU-0066	5	5 x SKU-0066
ITM-00000932	ORD-001376	SKU-0025	2	2 x SKU-0025
ITM-00000933	ORD-001376	SKU-0038	1	1 x SKU-0038
ITM-00000934	ORD-001376	SKU-0057	2	2 x SKU-0057
ITM-00000935	ORD-001377	SKU-0037	4	4 x SKU-0037
ITM-00000936	ORD-001377	SKU-0036	5	5 x SKU-0036
ITM-00000937	ORD-001377	SKU-0025	3	3 x SKU-0025
ITM-00000938	ORD-001377	SKU-0066	1	1 x SKU-0066
ITM-00000939	ORD-001378	SKU-0036	1	1 x SKU-0036
ITM-00000940	ORD-001378	SKU-0033	2	2 x SKU-0033
ITM-00000941	ORD-001379	SKU-0008	2	2 x SKU-0008
ITM-00000942	ORD-001379	SKU-0038	5	5 x SKU-0038
ITM-00000943	ORD-001379	SKU-0050	2	2 x SKU-0050
ITM-00000944	ORD-001379	SKU-0071	3	3 x SKU-0071
ITM-00000945	ORD-001380	SKU-0053	4	4 x SKU-0053
ITM-00000946	ORD-001381	SKU-0039	5	5 x SKU-0039
ITM-00000947	ORD-001381	SKU-0027	4	4 x SKU-0027
ITM-00000948	ORD-001381	SKU-0049	5	5 x SKU-0049
ITM-00000949	ORD-001381	SKU-0030	5	5 x SKU-0030
ITM-00000950	ORD-001382	SKU-0067	3	3 x SKU-0067
ITM-00000951	ORD-001383	SKU-0063	1	1 x SKU-0063
ITM-00000952	ORD-001383	SKU-0022	5	5 x SKU-0022
ITM-00000953	ORD-001383	SKU-0062	1	1 x SKU-0062
ITM-00000954	ORD-001384	SKU-0071	2	2 x SKU-0071
ITM-00000955	ORD-001384	SKU-0065	4	4 x SKU-0065
ITM-00000956	ORD-001384	SKU-0020	1	1 x SKU-0020
ITM-00000957	ORD-001384	SKU-0019	2	2 x SKU-0019
ITM-00000958	ORD-001385	SKU-0036	1	1 x SKU-0036
ITM-00000959	ORD-001385	SKU-0056	5	5 x SKU-0056
ITM-00000960	ORD-001385	SKU-0079	2	2 x SKU-0079
ITM-00000961	ORD-001385	SKU-0051	2	2 x SKU-0051
ITM-00000962	ORD-001386	SKU-0061	3	3 x SKU-0061
ITM-00000963	ORD-001386	SKU-0017	2	2 x SKU-0017
ITM-00000964	ORD-001386	SKU-0069	4	4 x SKU-0069
ITM-00000965	ORD-001386	SKU-0016	3	3 x SKU-0016
ITM-00000966	ORD-001387	SKU-0019	2	2 x SKU-0019
ITM-00000967	ORD-001388	SKU-0056	2	2 x SKU-0056
ITM-00000968	ORD-001388	SKU-0069	4	4 x SKU-0069
ITM-00000969	ORD-001388	SKU-0076	2	2 x SKU-0076
ITM-00000970	ORD-001389	SKU-0001	5	5 x SKU-0001
ITM-00000971	ORD-001389	SKU-0051	5	5 x SKU-0051
ITM-00000972	ORD-001389	SKU-0026	4	4 x SKU-0026
ITM-00000973	ORD-001390	SKU-0054	3	3 x SKU-0054
ITM-00000974	ORD-001391	SKU-0060	5	5 x SKU-0060
ITM-00000975	ORD-001392	SKU-0049	2	2 x SKU-0049
ITM-00000976	ORD-001392	SKU-0070	5	5 x SKU-0070
ITM-00000977	ORD-001392	SKU-0015	2	2 x SKU-0015
ITM-00000978	ORD-001393	SKU-0035	2	2 x SKU-0035
ITM-00000979	ORD-001393	SKU-0059	4	4 x SKU-0059
ITM-00000980	ORD-001393	SKU-0048	1	1 x SKU-0048
ITM-00000981	ORD-001393	SKU-0048	2	2 x SKU-0048
ITM-00000982	ORD-001394	SKU-0029	1	1 x SKU-0029
ITM-00000983	ORD-001394	SKU-0030	3	3 x SKU-0030
ITM-00000984	ORD-001394	SKU-0006	1	1 x SKU-0006
ITM-00000985	ORD-001394	SKU-0004	2	2 x SKU-0004
ITM-00000986	ORD-001395	SKU-0074	2	2 x SKU-0074
ITM-00000987	ORD-001395	SKU-0067	5	5 x SKU-0067
ITM-00000988	ORD-001396	SKU-0036	2	2 x SKU-0036
ITM-00000989	ORD-001396	SKU-0048	4	4 x SKU-0048
ITM-00000990	ORD-001396	SKU-0018	3	3 x SKU-0018
ITM-00000991	ORD-001396	SKU-0015	5	5 x SKU-0015
ITM-00000992	ORD-001397	SKU-0034	3	3 x SKU-0034
ITM-00000993	ORD-001397	SKU-0011	4	4 x SKU-0011
ITM-00000994	ORD-001398	SKU-0052	1	1 x SKU-0052
ITM-00000995	ORD-001399	SKU-0025	5	5 x SKU-0025
ITM-00000996	ORD-001399	SKU-0072	1	1 x SKU-0072
ITM-00000997	ORD-001400	SKU-0059	1	1 x SKU-0059
ITM-00000998	ORD-001401	SKU-0015	3	3 x SKU-0015
ITM-00000999	ORD-001401	SKU-0066	5	5 x SKU-0066
ITM-00001000	ORD-001401	SKU-0073	4	4 x SKU-0073
ITM-00001001	ORD-001401	SKU-0013	3	3 x SKU-0013
ITM-00001002	ORD-001402	SKU-0043	1	1 x SKU-0043
ITM-00001003	ORD-001402	SKU-0062	4	4 x SKU-0062
ITM-00001004	ORD-001402	SKU-0003	1	1 x SKU-0003
ITM-00001005	ORD-001402	SKU-0033	3	3 x SKU-0033
ITM-00001006	ORD-001403	SKU-0064	3	3 x SKU-0064
ITM-00001007	ORD-001404	SKU-0071	2	2 x SKU-0071
ITM-00001008	ORD-001404	SKU-0028	1	1 x SKU-0028
ITM-00001009	ORD-001404	SKU-0039	5	5 x SKU-0039
ITM-00001010	ORD-001404	SKU-0004	4	4 x SKU-0004
ITM-00001011	ORD-001405	SKU-0071	3	3 x SKU-0071
ITM-00001012	ORD-001405	SKU-0072	3	3 x SKU-0072
ITM-00001013	ORD-001406	SKU-0042	4	4 x SKU-0042
ITM-00001014	ORD-001406	SKU-0045	3	3 x SKU-0045
ITM-00001015	ORD-001406	SKU-0005	1	1 x SKU-0005
ITM-00001016	ORD-001406	SKU-0002	2	2 x SKU-0002
ITM-00001017	ORD-001407	SKU-0031	1	1 x SKU-0031
ITM-00001018	ORD-001407	SKU-0016	2	2 x SKU-0016
ITM-00001019	ORD-001407	SKU-0038	5	5 x SKU-0038
ITM-00001020	ORD-001407	SKU-0077	1	1 x SKU-0077
ITM-00001021	ORD-001408	SKU-0009	1	1 x SKU-0009
ITM-00001022	ORD-001409	SKU-0052	3	3 x SKU-0052
ITM-00001023	ORD-001410	SKU-0017	2	2 x SKU-0017
ITM-00001024	ORD-001411	SKU-0014	2	2 x SKU-0014
ITM-00001025	ORD-001411	SKU-0080	1	1 x SKU-0080
ITM-00001026	ORD-001412	SKU-0076	3	3 x SKU-0076
ITM-00001027	ORD-001412	SKU-0059	3	3 x SKU-0059
ITM-00001028	ORD-001413	SKU-0073	5	5 x SKU-0073
ITM-00001029	ORD-001413	SKU-0065	1	1 x SKU-0065
ITM-00001030	ORD-001413	SKU-0080	5	5 x SKU-0080
ITM-00001031	ORD-001413	SKU-0004	2	2 x SKU-0004
ITM-00001032	ORD-001414	SKU-0016	1	1 x SKU-0016
ITM-00001033	ORD-001414	SKU-0039	3	3 x SKU-0039
ITM-00001034	ORD-001415	SKU-0040	1	1 x SKU-0040
ITM-00001035	ORD-001416	SKU-0074	2	2 x SKU-0074
ITM-00001036	ORD-001416	SKU-0019	2	2 x SKU-0019
ITM-00001037	ORD-001416	SKU-0018	5	5 x SKU-0018
ITM-00001038	ORD-001416	SKU-0067	4	4 x SKU-0067
ITM-00001039	ORD-001417	SKU-0051	4	4 x SKU-0051
ITM-00001040	ORD-001417	SKU-0065	2	2 x SKU-0065
ITM-00001041	ORD-001417	SKU-0059	2	2 x SKU-0059
ITM-00001042	ORD-001418	SKU-0027	5	5 x SKU-0027
ITM-00001043	ORD-001419	SKU-0007	3	3 x SKU-0007
ITM-00001044	ORD-001419	SKU-0039	5	5 x SKU-0039
ITM-00001045	ORD-001420	SKU-0042	1	1 x SKU-0042
ITM-00001046	ORD-001421	SKU-0024	2	2 x SKU-0024
ITM-00001047	ORD-001422	SKU-0051	2	2 x SKU-0051
ITM-00001048	ORD-001422	SKU-0048	2	2 x SKU-0048
ITM-00001049	ORD-001422	SKU-0069	5	5 x SKU-0069
ITM-00001050	ORD-001423	SKU-0030	1	1 x SKU-0030
ITM-00001051	ORD-001423	SKU-0048	3	3 x SKU-0048
ITM-00001052	ORD-001423	SKU-0065	5	5 x SKU-0065
ITM-00001053	ORD-001424	SKU-0011	2	2 x SKU-0011
ITM-00001054	ORD-001424	SKU-0050	3	3 x SKU-0050
ITM-00001055	ORD-001424	SKU-0049	3	3 x SKU-0049
ITM-00001056	ORD-001424	SKU-0071	1	1 x SKU-0071
ITM-00001057	ORD-001425	SKU-0037	2	2 x SKU-0037
ITM-00001058	ORD-001425	SKU-0079	3	3 x SKU-0079
ITM-00001059	ORD-001426	SKU-0037	2	2 x SKU-0037
ITM-00001060	ORD-001426	SKU-0073	4	4 x SKU-0073
ITM-00001061	ORD-001426	SKU-0028	2	2 x SKU-0028
ITM-00001062	ORD-001427	SKU-0004	5	5 x SKU-0004
ITM-00001063	ORD-001427	SKU-0022	3	3 x SKU-0022
ITM-00001064	ORD-001428	SKU-0074	1	1 x SKU-0074
ITM-00001065	ORD-001428	SKU-0004	3	3 x SKU-0004
ITM-00001066	ORD-001428	SKU-0036	2	2 x SKU-0036
ITM-00001067	ORD-001429	SKU-0074	3	3 x SKU-0074
ITM-00001068	ORD-001430	SKU-0062	5	5 x SKU-0062
ITM-00001069	ORD-001431	SKU-0073	4	4 x SKU-0073
ITM-00001070	ORD-001431	SKU-0078	5	5 x SKU-0078
ITM-00001071	ORD-001432	SKU-0070	3	3 x SKU-0070
ITM-00001072	ORD-001432	SKU-0001	5	5 x SKU-0001
ITM-00001073	ORD-001433	SKU-0072	2	2 x SKU-0072
ITM-00001074	ORD-001433	SKU-0007	3	3 x SKU-0007
ITM-00001075	ORD-001433	SKU-0075	1	1 x SKU-0075
ITM-00001076	ORD-001433	SKU-0019	4	4 x SKU-0019
ITM-00001077	ORD-001434	SKU-0030	3	3 x SKU-0030
ITM-00001078	ORD-001435	SKU-0080	2	2 x SKU-0080
ITM-00001079	ORD-001435	SKU-0013	1	1 x SKU-0013
ITM-00001080	ORD-001435	SKU-0007	5	5 x SKU-0007
ITM-00001081	ORD-001436	SKU-0044	1	1 x SKU-0044
ITM-00001082	ORD-001436	SKU-0033	5	5 x SKU-0033
ITM-00001083	ORD-001436	SKU-0044	3	3 x SKU-0044
ITM-00001084	ORD-001437	SKU-0059	3	3 x SKU-0059
ITM-00001085	ORD-001437	SKU-0079	5	5 x SKU-0079
ITM-00001086	ORD-001437	SKU-0080	2	2 x SKU-0080
ITM-00001087	ORD-001437	SKU-0007	5	5 x SKU-0007
ITM-00001088	ORD-001438	SKU-0047	2	2 x SKU-0047
ITM-00001089	ORD-001438	SKU-0036	4	4 x SKU-0036
ITM-00001090	ORD-001439	SKU-0034	3	3 x SKU-0034
ITM-00001091	ORD-001439	SKU-0040	5	5 x SKU-0040
ITM-00001092	ORD-001439	SKU-0065	3	3 x SKU-0065
ITM-00001093	ORD-001440	SKU-0034	5	5 x SKU-0034
ITM-00001094	ORD-001441	SKU-0069	5	5 x SKU-0069
ITM-00001095	ORD-001441	SKU-0029	4	4 x SKU-0029
ITM-00001096	ORD-001441	SKU-0001	4	4 x SKU-0001
ITM-00001097	ORD-001441	SKU-0031	4	4 x SKU-0031
ITM-00001098	ORD-001442	SKU-0012	1	1 x SKU-0012
ITM-00001099	ORD-001442	SKU-0024	3	3 x SKU-0024
ITM-00001100	ORD-001443	SKU-0073	1	1 x SKU-0073
ITM-00001101	ORD-001443	SKU-0063	4	4 x SKU-0063
ITM-00001102	ORD-001444	SKU-0008	5	5 x SKU-0008
ITM-00001103	ORD-001444	SKU-0006	1	1 x SKU-0006
ITM-00001104	ORD-001444	SKU-0006	5	5 x SKU-0006
ITM-00001105	ORD-001444	SKU-0004	1	1 x SKU-0004
ITM-00001106	ORD-001445	SKU-0030	3	3 x SKU-0030
ITM-00001107	ORD-001445	SKU-0080	4	4 x SKU-0080
ITM-00001108	ORD-001445	SKU-0012	4	4 x SKU-0012
ITM-00001109	ORD-001445	SKU-0029	3	3 x SKU-0029
ITM-00001110	ORD-001446	SKU-0047	5	5 x SKU-0047
ITM-00001111	ORD-001447	SKU-0019	5	5 x SKU-0019
ITM-00001112	ORD-001447	SKU-0014	1	1 x SKU-0014
ITM-00001113	ORD-001448	SKU-0054	4	4 x SKU-0054
ITM-00001114	ORD-001449	SKU-0068	4	4 x SKU-0068
ITM-00001115	ORD-001450	SKU-0033	2	2 x SKU-0033
ITM-00001116	ORD-001450	SKU-0065	4	4 x SKU-0065
ITM-00001117	ORD-001451	SKU-0042	3	3 x SKU-0042
ITM-00001118	ORD-001451	SKU-0047	1	1 x SKU-0047
ITM-00001119	ORD-001452	SKU-0005	3	3 x SKU-0005
ITM-00001120	ORD-001452	SKU-0006	4	4 x SKU-0006
ITM-00001121	ORD-001453	SKU-0001	5	5 x SKU-0001
ITM-00001122	ORD-001453	SKU-0059	2	2 x SKU-0059
ITM-00001123	ORD-001453	SKU-0046	2	2 x SKU-0046
ITM-00001124	ORD-001453	SKU-0013	2	2 x SKU-0013
ITM-00001125	ORD-001454	SKU-0039	4	4 x SKU-0039
ITM-00001126	ORD-001454	SKU-0056	4	4 x SKU-0056
ITM-00001127	ORD-001455	SKU-0079	1	1 x SKU-0079
ITM-00001128	ORD-001455	SKU-0014	5	5 x SKU-0014
ITM-00001129	ORD-001455	SKU-0041	2	2 x SKU-0041
ITM-00001130	ORD-001455	SKU-0021	5	5 x SKU-0021
ITM-00001131	ORD-001456	SKU-0031	2	2 x SKU-0031
ITM-00001132	ORD-001456	SKU-0037	1	1 x SKU-0037
ITM-00001133	ORD-001457	SKU-0016	3	3 x SKU-0016
ITM-00001134	ORD-001458	SKU-0043	4	4 x SKU-0043
ITM-00001135	ORD-001458	SKU-0023	4	4 x SKU-0023
ITM-00001136	ORD-001458	SKU-0034	1	1 x SKU-0034
ITM-00001137	ORD-001458	SKU-0042	5	5 x SKU-0042
ITM-00001138	ORD-001459	SKU-0018	4	4 x SKU-0018
ITM-00001139	ORD-001459	SKU-0004	3	3 x SKU-0004
ITM-00001140	ORD-001460	SKU-0023	3	3 x SKU-0023
ITM-00001141	ORD-001461	SKU-0004	1	1 x SKU-0004
ITM-00001142	ORD-001462	SKU-0016	3	3 x SKU-0016
ITM-00001143	ORD-001462	SKU-0048	1	1 x SKU-0048
ITM-00001144	ORD-001462	SKU-0059	1	1 x SKU-0059
ITM-00001145	ORD-001463	SKU-0043	3	3 x SKU-0043
ITM-00001146	ORD-001463	SKU-0058	3	3 x SKU-0058
ITM-00001147	ORD-001463	SKU-0074	4	4 x SKU-0074
ITM-00001148	ORD-001464	SKU-0047	5	5 x SKU-0047
ITM-00001149	ORD-001464	SKU-0007	5	5 x SKU-0007
ITM-00001150	ORD-001464	SKU-0072	2	2 x SKU-0072
ITM-00001151	ORD-001465	SKU-0034	4	4 x SKU-0034
ITM-00001152	ORD-001465	SKU-0015	5	5 x SKU-0015
ITM-00001153	ORD-001466	SKU-0072	4	4 x SKU-0072
ITM-00001154	ORD-001466	SKU-0056	3	3 x SKU-0056
ITM-00001155	ORD-001466	SKU-0060	4	4 x SKU-0060
ITM-00001156	ORD-001467	SKU-0070	2	2 x SKU-0070
ITM-00001157	ORD-001468	SKU-0033	2	2 x SKU-0033
ITM-00001158	ORD-001468	SKU-0071	2	2 x SKU-0071
ITM-00001159	ORD-001468	SKU-0019	3	3 x SKU-0019
ITM-00001160	ORD-001468	SKU-0061	4	4 x SKU-0061
ITM-00001161	ORD-001469	SKU-0041	5	5 x SKU-0041
ITM-00001162	ORD-001469	SKU-0002	5	5 x SKU-0002
ITM-00001163	ORD-001469	SKU-0027	4	4 x SKU-0027
ITM-00001164	ORD-001469	SKU-0048	2	2 x SKU-0048
ITM-00001165	ORD-001470	SKU-0054	3	3 x SKU-0054
ITM-00001166	ORD-001470	SKU-0076	5	5 x SKU-0076
ITM-00001167	ORD-001470	SKU-0018	2	2 x SKU-0018
ITM-00001168	ORD-001471	SKU-0045	1	1 x SKU-0045
ITM-00001169	ORD-001471	SKU-0008	1	1 x SKU-0008
ITM-00001170	ORD-001472	SKU-0017	4	4 x SKU-0017
ITM-00001171	ORD-001473	SKU-0078	1	1 x SKU-0078
ITM-00001172	ORD-001473	SKU-0012	1	1 x SKU-0012
ITM-00001173	ORD-001473	SKU-0056	2	2 x SKU-0056
ITM-00001174	ORD-001473	SKU-0016	4	4 x SKU-0016
ITM-00001175	ORD-001474	SKU-0038	3	3 x SKU-0038
ITM-00001176	ORD-001474	SKU-0064	4	4 x SKU-0064
ITM-00001177	ORD-001474	SKU-0052	1	1 x SKU-0052
ITM-00001178	ORD-001474	SKU-0077	2	2 x SKU-0077
ITM-00001179	ORD-001475	SKU-0047	5	5 x SKU-0047
ITM-00001180	ORD-001476	SKU-0052	5	5 x SKU-0052
ITM-00001181	ORD-001476	SKU-0038	3	3 x SKU-0038
ITM-00001182	ORD-001476	SKU-0067	5	5 x SKU-0067
ITM-00001183	ORD-001477	SKU-0023	3	3 x SKU-0023
ITM-00001184	ORD-001477	SKU-0069	2	2 x SKU-0069
ITM-00001185	ORD-001477	SKU-0070	4	4 x SKU-0070
ITM-00001186	ORD-001477	SKU-0008	2	2 x SKU-0008
ITM-00001187	ORD-001478	SKU-0061	5	5 x SKU-0061
ITM-00001188	ORD-001478	SKU-0035	2	2 x SKU-0035
ITM-00001189	ORD-001478	SKU-0076	3	3 x SKU-0076
ITM-00001190	ORD-001479	SKU-0014	1	1 x SKU-0014
ITM-00001191	ORD-001479	SKU-0038	3	3 x SKU-0038
ITM-00001192	ORD-001480	SKU-0038	2	2 x SKU-0038
ITM-00001193	ORD-001480	SKU-0040	1	1 x SKU-0040
ITM-00001194	ORD-001480	SKU-0076	4	4 x SKU-0076
ITM-00001195	ORD-001481	SKU-0069	2	2 x SKU-0069
ITM-00001196	ORD-001481	SKU-0005	4	4 x SKU-0005
ITM-00001197	ORD-001482	SKU-0020	4	4 x SKU-0020
ITM-00001198	ORD-001482	SKU-0027	1	1 x SKU-0027
ITM-00001199	ORD-001483	SKU-0022	3	3 x SKU-0022
ITM-00001200	ORD-001483	SKU-0013	2	2 x SKU-0013
ITM-00001201	ORD-001484	SKU-0078	3	3 x SKU-0078
ITM-00001202	ORD-001484	SKU-0040	2	2 x SKU-0040
ITM-00001203	ORD-001485	SKU-0026	5	5 x SKU-0026
ITM-00001204	ORD-001486	SKU-0033	2	2 x SKU-0033
ITM-00001205	ORD-001486	SKU-0044	4	4 x SKU-0044
ITM-00001206	ORD-001486	SKU-0040	3	3 x SKU-0040
ITM-00001207	ORD-001486	SKU-0013	1	1 x SKU-0013
ITM-00001208	ORD-001487	SKU-0049	5	5 x SKU-0049
ITM-00001209	ORD-001487	SKU-0061	4	4 x SKU-0061
ITM-00001210	ORD-001488	SKU-0037	1	1 x SKU-0037
ITM-00001211	ORD-001488	SKU-0072	2	2 x SKU-0072
ITM-00001212	ORD-001489	SKU-0061	2	2 x SKU-0061
ITM-00001213	ORD-001489	SKU-0021	1	1 x SKU-0021
ITM-00001214	ORD-001490	SKU-0032	4	4 x SKU-0032
ITM-00001215	ORD-001490	SKU-0022	1	1 x SKU-0022
ITM-00001216	ORD-001491	SKU-0008	4	4 x SKU-0008
ITM-00001217	ORD-001492	SKU-0031	2	2 x SKU-0031
ITM-00001218	ORD-001492	SKU-0025	2	2 x SKU-0025
ITM-00001219	ORD-001492	SKU-0074	4	4 x SKU-0074
ITM-00001220	ORD-001493	SKU-0030	1	1 x SKU-0030
ITM-00001221	ORD-001493	SKU-0079	2	2 x SKU-0079
ITM-00001222	ORD-001494	SKU-0071	5	5 x SKU-0071
ITM-00001223	ORD-001495	SKU-0011	5	5 x SKU-0011
ITM-00001224	ORD-001496	SKU-0039	5	5 x SKU-0039
ITM-00001225	ORD-001496	SKU-0045	5	5 x SKU-0045
ITM-00001226	ORD-001496	SKU-0040	2	2 x SKU-0040
ITM-00001227	ORD-001496	SKU-0014	1	1 x SKU-0014
ITM-00001228	ORD-001497	SKU-0001	3	3 x SKU-0001
ITM-00001229	ORD-001497	SKU-0023	4	4 x SKU-0023
ITM-00001230	ORD-001497	SKU-0049	1	1 x SKU-0049
ITM-00001231	ORD-001498	SKU-0069	4	4 x SKU-0069
ITM-00001232	ORD-001499	SKU-0015	5	5 x SKU-0015
